  96,    79135,  8049,  1784, -9830,     4,    71,    -1,   -68,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  97,    79968,  6365,  4232,-10602,    -5,    56,    23,   -79,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  98,    80801,  3871,  6618,-10487,     2,    39,    44,   -82,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  99,    81634,   892,  8540, -9438,    -5,    21,    63,   -79,     5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 100,    82467, -1829,  9830, -7994,     7,     1,    73,   -70,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 101,    83300, -4268, 10588, -6298,    22,   -22,    79,   -56,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 102,    84133, -6648, 10509, -3835,    27,   -44,    85,   -39,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 103,    84966, -8520,  9430,  -892,    18,   -60,    82,   -22,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 104,    85799, -9792,  7961,  1835,     4,   -71,    73,    -1,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 105,    86632,-10595,  6283,  4304,    -8,   -79,    58,    23,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 106,    87465,-10528,  3839,  6670,   -19,   -84,    41,    42,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 107,    88298, -9490,   928,  8540,   -22,   -81,    22,    59,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 108,    89131, -8045, -1789,  9830,    -4,   -71,     0,    67,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 109,    89964, -6360, -4242, 10606,     5,   -55,   -22,    76,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 110,    90797, -3868, -6625, 10496,     3,   -40,   -44,    81,    -4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 111,    91630,  -894, -8543,  9435,    -2,   -20,   -61,    81,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 112,    92463,  1829, -9830,  7994,    -8,     1,   -72,    69,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 113,    93296,  4263,-10588,  6302,   -22,    21,   -79,    54,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 114,    94129,  6642,-10505,  3836,   -27,    44,   -85,    40,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 115,    94962,  8522, -9430,   890,   -18,    60,   -83,    21,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 116,    95795,  9794, -7959, -1838,    -3,    70,   -73,     0,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 117,    96628, 10592, -6279, -4304,     9,    78,   -57,   -22,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 118,    97461, 10529, -3833, -6674,    22,    83,   -42,   -43,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 119,    98294,  9491,  -926, -8546,    20,    82,   -22,   -57,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 120,    99127,  8047,  1785, -9832,     1,    71,    -2,   -69,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 121,    99960,  6363,  4233,-10601,    -5,    55,    22,   -76,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 122,   100793,  3873,  6618,-10487,     4,    39,    43,   -80,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 123,   101626,   893,  8540, -9435,    -2,    20,    61,   -79,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 124,   102459, -1829,  9830, -7994,     7,     0,    71,   -70,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 125,   103292, -4272, 10589, -6297,    20,   -24,    78,   -56,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 126,   104125, -6649, 10510, -3832,    29,   -44,    85,   -39,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 127,   104958, -8522,  9431,  -892,    17,   -60,    83,   -21,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 128,   105791, -9792,  7958,  1836,     2,   -70,    72,     0,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
